Session,Window,T0_sec,T1_sec,Tmid_sec,Channel,Exponent,Offset
PLANT_KINGDOM_OUTDOOR,4,20.0,40.0,30.0,Fp2,0.9661557322113847,1.950737304127965
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Cz,1.2467690379835847,2.3227486654873215
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Fz,1.2426108818416035,2.222148307679402
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Fp1,1.1448974706752464,2.180113283201394
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,F7,1.192728689669289,2.1107998285307663
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,F3,1.1704781246076148,2.111355607293881
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FC1,1.2452467419553614,1.9941272655076612
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,C3,1.216847977393479,2.101308092633712
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FC5,1.1781229455058444,2.0832881201044846
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FT9,1.223978981195285,2.015574074027239
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,T7,0.8286899046052425,1.680390811783141
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,CP5,1.0939649693894922,1.9702842534571736
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,CP1,1.173132186710938,2.0387901090590064
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,P3,1.1264747104877197,2.116168925767623
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,P7,0.9764475908185666,1.8673264182801277
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,PO9,0.8672294221001408,1.7941200759837197
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,O1,0.987993556921139,2.0969227236854624
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Pz,1.1515024944432548,1.9706956732668373
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Oz,1.0342823250707118,2.1016327356928217
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,O2,1.0533270252461981,2.1778518655158337
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,PO10,1.0616520675900352,2.0811164748434003
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,P8,1.0334915479283002,2.204338290569107
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,P4,1.197824251905291,2.3300063094948644
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,CP2,1.244816422388434,2.0116131746661625
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,CP6,1.0956495520364977,2.202091402340141
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,T8,0.8063405725686013,1.9261001226635968
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FT10,1.2018075566362671,2.1751212325289004
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FC6,1.1600298617631042,2.204674792797014
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,C4,1.1332508812926443,2.205363557695464
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,FC2,1.2549645366556397,2.1650135337682443
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,F4,1.2321139262321192,2.257695108761409
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,F8,1.224638273379315,2.2492987851109367
PLANT_KINGDOM_OUTDOOR,5,25.0,45.0,35.0,Fp2,1.06980966261546,2.0999972693572864
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Cz,1.169029389014801,2.1986230150159316
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Fz,1.1506603828938304,2.0760928980902777
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Fp1,0.9896114013301308,1.9684454630988257
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,F7,0.9885852109915795,1.8408534416521747
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,F3,1.0092051167868745,1.8761909842898317
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FC1,1.044832124139083,1.69395763107914
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,C3,1.0007225339529848,1.7884412886415506
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FC5,0.9461309370735277,1.7627098101003296
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FT9,1.0475400811056739,1.7619886596862429
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,T7,0.5634455413867973,1.3151897911679442
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,CP5,0.8720820183775504,1.6377646291502141
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,CP1,1.032282018890302,1.8365267172924031
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,P3,0.9819616047154532,1.9104160617541808
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,P7,0.7483367902230204,1.516372061049313
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,PO9,0.6008739573077518,1.4140983799723321
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,O1,0.8126174807409464,1.8517411258206777
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Pz,1.0099439853157652,1.7593012300878899
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Oz,0.8659098596734224,1.8736834071394135
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,O2,0.8806924693481709,1.926559412535464
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,PO10,0.8869694162586288,1.7959423152476568
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,P8,0.8732472644757584,1.9510313566682382
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,P4,1.0671265075100098,2.141461571335461
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,CP2,1.1849817690236524,1.8864563811717217
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,CP6,0.9760212142005722,1.9991416123742962
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,T8,0.6955995060127034,1.7661439533156933
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FT10,1.0929146455533874,2.0074398188951714
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FC6,1.0325992371944164,2.0203092811889727
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,C4,1.0247116919617822,2.034092316384456
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,FC2,1.1563021770015864,2.0007130724719184
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,F4,1.1242573714110284,2.0910555065113536
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,F8,1.1275246318616519,2.1016762258796184
