Time,v_l2,threshold
2025-10-30 13:49:24.210150003,17.771549354074672,17.335037309603734
2025-10-30 13:49:24.335230112,17.855559682854274,17.335037309603734
2025-10-30 13:49:24.960520029,17.355719585784048,17.335037309603734
2025-10-30 13:49:26.334860086,18.92491225543717,17.335037309603734
2025-10-30 13:49:26.459939957,22.481238104412263,17.335037309603734
2025-10-30 13:49:26.585020065,21.448295829834805,17.335037309603734
2025-10-30 13:49:26.709889889,18.193387612115593,17.335037309603734
2025-10-30 13:49:26.959949970,18.772023995751386,17.335037309603734
2025-10-30 13:49:27.085030079,21.039531236027052,17.335037309603734
2025-10-30 13:49:27.209899902,22.903245740577734,17.335037309603734
2025-10-30 13:49:27.334880114,20.946433728695535,17.335037309603734
2025-10-30 13:50:11.830240011,21.12894152934953,17.335037309603734
2025-10-30 13:50:11.955209970,28.059040840672047,17.335037309603734
2025-10-30 13:50:12.080189943,30.258258613656206,17.335037309603734
2025-10-30 13:50:12.205169916,24.97575924214479,17.335037309603734
2025-10-30 13:50:12.580100060,21.67652297092465,17.335037309603734
2025-10-30 13:50:12.705280066,27.93739856004192,17.335037309603734
2025-10-30 13:50:12.830349922,26.676207848615842,17.335037309603734
2025-10-30 13:50:12.955329895,20.597710012678057,17.335037309603734
2025-10-30 13:50:29.578510046,29.520238882235486,17.335037309603734
2025-10-30 13:50:29.703779936,39.00381698386383,17.335037309603734
2025-10-30 13:50:29.828459978,38.76984204474338,17.335037309603734
2025-10-30 13:50:29.953540087,26.76142973891676,17.335037309603734
2025-10-30 13:50:30.203890085,19.54306705899646,17.335037309603734
2025-10-30 13:50:30.328670025,35.35954472823331,17.335037309603734
2025-10-30 13:50:30.453550100,39.816045192953425,17.335037309603734
2025-10-30 13:50:30.578419924,33.0259664300917,17.335037309603734
2025-10-30 13:50:30.703500032,20.758068409694648,17.335037309603734
2025-10-30 13:50:38.077650070,17.65870801632996,17.335037309603734
2025-10-30 13:50:38.202529907,17.73371627360433,17.335037309603734
2025-10-30 13:51:16.698980093,18.985167884224115,17.335037309603734
2025-10-30 13:51:16.823760033,23.194953847000733,17.335037309603734
2025-10-30 13:51:16.948740005,27.144901296963155,17.335037309603734
2025-10-30 13:51:17.073719978,28.069668015565945,17.335037309603734
2025-10-30 13:51:17.198689938,23.03869631857534,17.335037309603734
2025-10-30 13:51:17.573620081,24.72016322216896,17.335037309603734
2025-10-30 13:51:17.698699951,35.499831341461984,17.335037309603734
2025-10-30 13:51:17.823679924,37.97223979446199,17.335037309603734
2025-10-30 13:51:17.948649883,32.579406115949595,17.335037309603734
2025-10-30 13:51:18.073729992,22.784482983934677,17.335037309603734
