Time,Entropy_raw_at_t,Entropy_norm_at_t,v_l2,v_cos
2025-10-05 16:12:40.947829962,4.464927062243004,0.8797584525757357,6.156665298729662,0.003124405089038551
2025-10-05 16:12:41.072720051,4.487326386309904,0.8841719613307789,7.596360657101794,0.004505942830354326
2025-10-05 16:12:41.197809935,4.536541006032013,0.8938690912250071,8.712221137936238,0.00700476415985829
2025-10-05 16:12:41.322700024,4.601876243470842,0.9067425887282288,8.47075695873533,0.008750326710507683
2025-10-05 16:12:41.447900057,4.663236457420787,0.9188328571966238,6.840507860122156,0.007919935120326849
2025-10-05 16:12:41.572690010,4.705539220759569,0.9271680915903315,4.824352705136514,0.005317795586492702
2025-10-05 16:12:41.697779894,4.727038480793152,0.9314042539004874,3.681851388813922,0.0037101989316644657
2025-10-05 16:12:41.822669983,4.732948300522035,0.9325687105169571,3.674662413473243,0.003868171900015205
2025-10-05 16:12:41.947870016,4.727804930270879,0.93155527325581,4.130721566724995,0.004824314163443755
2025-10-05 16:12:42.072760105,4.715192871902441,0.9290702237131556,4.323467982617427,0.005434770142499934
2025-10-05 16:12:42.197849989,4.699443567429486,0.925967018769577,3.740565894053198,0.004160438954728618
2025-10-05 16:12:42.322639942,4.6882210630717776,0.9237557635956117,2.772983301206482,0.0020885790832945172
2025-10-05 16:12:42.447839975,4.691296569895513,0.9243617540376542,2.620721426478976,0.002919222783016484
2025-10-05 16:12:42.572730064,4.708715927396618,0.927794022199351,3.323018588893538,0.007121560607860844
2025-10-05 16:12:42.697819948,4.726460545792413,0.9312903789827448,3.8373502826868697,0.010561458787953337
2025-10-05 16:12:42.822710037,4.731567977464944,0.9322967349930946,3.846109542949472,0.010222934673092321
2025-10-05 16:12:42.947799921,4.724608803092277,0.930925516070153,3.5023397001166234,0.007751994194583167
2025-10-05 16:12:43.072700024,4.718723569874333,0.929765903920461,3.013982000262775,0.005492909469302143
2025-10-05 16:12:43.197890043,4.724684558523253,0.9309404427374424,2.5524448410140033,0.0039925911848250895
2025-10-05 16:12:43.322679996,4.744262069723256,0.934797948295427,2.4751216599642127,0.0037564503916716063
2025-10-05 16:12:43.447669983,4.771992771182097,0.9402619387848963,2.9039884854981777,0.005138353555121267
2025-10-05 16:12:43.572570086,4.794610275619914,0.9447184372736629,3.745610061955062,0.006477507099187929
2025-10-05 16:12:43.697659969,4.795301024157321,0.9448545406984034,5.347094103627222,0.006383846519558256
2025-10-05 16:12:43.822550058,4.769676347431409,0.9398055162395768,7.175001908802116,0.0051846282899876694
2025-10-05 16:12:43.947740078,4.730378531917086,0.9320623695129829,8.407644809431057,0.004722754367228688
2025-10-05 16:12:44.072540045,4.693098180646621,0.9247167390719992,8.83969488101699,0.005613281286220961
2025-10-05 16:12:44.197629929,4.66181073823603,0.9185519369293262,8.614764496911102,0.006321552394320085
2025-10-05 16:12:44.322520018,4.630917392026015,0.9124647865508931,7.5387627801007255,0.005460022626911809
2025-10-05 16:12:44.447710037,4.595570052359669,0.9055000320512056,6.137060488492352,0.004141948012889363
2025-10-05 16:12:44.572609901,4.555413220439457,0.8975876268051672,6.072741639580018,0.00424053794229684
2025-10-05 16:12:44.697599888,4.512331405092706,0.8890988898839932,6.702199158871288,0.0050715542754981024
2025-10-05 16:12:44.822590113,4.468484386431319,0.8804593791484645,6.550895134787765,0.004134493074597234
2025-10-05 16:12:44.947580099,4.426307850003356,0.8721490162006253,6.0356947858659975,0.00214694369744306
2025-10-05 16:12:45.072380066,4.387735149084371,0.8645487443038867,6.073387826154442,0.0014503210417302626
2025-10-05 16:12:45.197469950,4.350956771004474,0.8573020214488977,6.278412547498853,0.001678663764236088
2025-10-05 16:12:45.322360039,4.317725730882074,0.8507542575038182,6.22489413621573,0.0018624610278554776
2025-10-05 16:12:45.447449923,4.297140328906194,0.8466981595798238,5.759290520539314,0.0016925496420392427
2025-10-05 16:12:45.572340012,4.2978234534841215,0.8468327607979884,4.858925553071996,0.0012333109798329245
2025-10-05 16:12:45.697439909,4.320567820423929,0.851314255967974,4.219097405722816,0.0010042547391249101
2025-10-05 16:12:45.822329998,4.3650513498638706,0.8600791832511379,5.632766956930404,0.0019025201513671597
2025-10-05 16:12:45.947419882,4.425976074157329,0.8720836438886403,8.50233993275216,0.004338553619655294
2025-10-05 16:12:46.072309971,4.486505712497479,0.8840102577434137,10.882871172314914,0.007201357073269188
2025-10-05 16:12:46.197410107,4.524954957964713,0.8915862042758897,11.39840229075641,0.008083099420294504
2025-10-05 16:12:46.322299957,4.52923808425861,0.8924301411438331,10.033074897366758,0.006312887496556341
2025-10-05 16:12:46.447390079,4.504162997811555,0.8874894066271574,8.456231172220104,0.004243542781900089
2025-10-05 16:12:46.572279930,4.4682596016023055,0.8804150880882572,8.288194302504076,0.003907850446853045
2025-10-05 16:12:46.697380066,4.441853533092921,0.8752121000782459,8.201122753283663,0.004135323509631084
2025-10-05 16:12:46.822269917,4.4353042674297765,0.8739216485781444,6.905114090585614,0.0030637676449399853
2025-10-05 16:12:46.947360039,4.447547909634233,0.8763341062889928,5.365399012784885,0.001814106138090965
2025-10-05 16:12:47.072249889,4.471665008741753,0.8810860812923176,5.4930976904377005,0.0025501204205646832
2025-10-05 16:12:47.197449923,4.498357809084961,0.8863455662508596,6.218661490258093,0.004268915984621757
2025-10-05 16:12:47.322340012,4.517331470050754,0.8900840906160431,6.095886095889259,0.004567776887394515
2025-10-05 16:12:47.447429895,4.525118521308714,0.8916184324024438,5.443283075393931,0.0035485544401577807
