Time,Band,v_cos
2025-10-31 17:28:01.624190092,Theta,0.004774180496714742
2025-10-31 17:28:01.749079943,Theta,0.005843132549754992
2025-10-31 17:28:01.874170065,Theta,0.00370290403675122
2025-10-31 17:28:01.999069929,Theta,0.002195657397309203
2025-10-31 17:28:02.124160051,Theta,0.0021656129356952825
2025-10-31 17:28:02.249049902,Theta,0.0024913078452766246
2025-10-31 17:28:02.374140024,Theta,0.0029162095184752657
2025-10-31 17:28:02.499039888,Theta,0.003595528163911954
2025-10-31 17:28:02.624130011,Theta,0.004040141337436576
2025-10-31 17:28:02.749119997,Theta,0.003581275714848786
2025-10-31 17:28:02.874109983,Theta,0.002423671168791164
2025-10-31 17:28:02.999010086,Theta,0.0015041873392382943
2025-10-31 17:28:03.124099970,Theta,0.0019017782830519359
2025-10-31 17:28:03.248990059,Theta,0.004191713837431665
2025-10-31 17:28:03.374079943,Theta,0.006361138055126281
2025-10-31 17:28:03.498980045,Theta,0.005845589119756078
2025-10-31 17:28:03.624069929,Theta,0.003473466080645249
2025-10-31 17:28:03.748960018,Theta,0.0014547597509693144
2025-10-31 17:28:03.874049902,Theta,0.0006820065145073384
2025-10-31 17:28:03.998939991,Theta,0.0009260145538099174
2025-10-31 17:28:04.124039888,Theta,0.0019032741162492428
2025-10-31 17:28:04.248929977,Theta,0.0037210158671140414
2025-10-31 17:28:04.374020100,Theta,0.0062670083480992345
2025-10-31 17:28:04.498909950,Theta,0.007491789954383488
2025-10-31 17:28:04.624010086,Theta,0.00608594311447086
2025-10-31 17:28:04.749000072,Theta,0.005071466834894567
2025-10-31 17:28:04.874089956,Theta,0.004603763166106112
2025-10-31 17:28:04.998980045,Theta,0.004768535896861437
2025-10-31 17:28:05.124079943,Theta,0.006785711965233143
2025-10-31 17:28:05.248970032,Theta,0.010310855055064572
2025-10-31 17:28:05.374059916,Theta,0.008231973491924616
2025-10-31 17:28:05.498950005,Theta,0.002721425912844966
2025-10-31 17:28:05.623950005,Theta,0.0012285577215881416
2025-10-31 17:28:05.748840094,Theta,0.001386555016567259
2025-10-31 17:28:05.873830080,Theta,0.0014663321826525744
2025-10-31 17:28:05.998719931,Theta,0.0015895465585432644
2025-10-31 17:28:06.123810053,Theta,0.0021926749275257285
2025-10-31 17:28:06.248709917,Theta,0.003785129502325124
2025-10-31 17:28:06.373800039,Theta,0.007462402829907178
2025-10-31 17:28:06.498689890,Theta,0.01379271909573998
2025-10-31 17:28:06.623780012,Theta,0.015444519223638653
2025-10-31 17:28:06.748680115,Theta,0.007647962836459521
2025-10-31 17:28:06.873769999,Theta,0.004150770420217276
2025-10-31 17:28:06.998759985,Theta,0.004230712137589854
2025-10-31 17:28:07.123749971,Theta,0.0030801887708727937
2025-10-31 17:28:07.248650074,Theta,0.002318175504783637
2025-10-31 17:28:07.373739958,Theta,0.0025089986725392865
2025-10-31 17:28:07.498630047,Theta,0.0029013375219961723
2025-10-31 17:28:07.623719931,Theta,0.0033161735548596916
2025-10-31 17:28:07.748519897,Theta,0.0045249012023763635
2025-10-31 17:28:07.873709917,Theta,0.006229874335960894
2025-10-31 17:28:07.998600006,Theta,0.005891016311081909
2025-10-31 17:28:08.123689890,Theta,0.003511029708195168
2025-10-31 17:28:08.248589993,Theta,0.0017818199774014554
2025-10-31 17:28:08.373680115,Theta,0.0012673604945845351
2025-10-31 17:28:08.498569965,Theta,0.0011108539609087087
2025-10-31 17:28:08.623660088,Theta,0.0010443804021961212
2025-10-31 17:28:08.748549938,Theta,0.0011691774287071466
2025-10-31 17:28:08.873650074,Theta,0.0022274936981064863
2025-10-31 17:28:08.998539925,Theta,0.005008794753423529
2025-10-31 17:28:09.123630047,Theta,0.00561273100847981
2025-10-31 17:28:09.248519897,Theta,0.0033143549703142927
2025-10-31 17:28:09.373620033,Theta,0.0031227109916965867
2025-10-31 17:28:09.498509884,Theta,0.002980525190128591
2025-10-31 17:28:09.623600006,Theta,0.0026582416649499896
2025-10-31 17:28:09.748490095,Theta,0.0028481729280915857
2025-10-31 17:28:09.873589993,Theta,0.003666888219249431
2025-10-31 17:28:09.998480082,Theta,0.004346716632367742
2025-10-31 17:28:10.123569965,Theta,0.004311212299861311
2025-10-31 17:28:10.248460054,Theta,0.0036756218594322654
2025-10-31 17:28:10.373559952,Theta,0.002725771836212143
2025-10-31 17:28:10.498450041,Theta,0.0016450188890956285
2025-10-31 17:28:10.623539925,Theta,0.0008297976926937567
2025-10-31 17:28:10.748529911,Theta,0.00046757890182236306
2025-10-31 17:28:10.873620033,Theta,0.0007372394735681853
2025-10-31 17:28:10.998519897,Theta,0.0016609381192642658
2025-10-31 17:28:11.123610020,Theta,0.0030851181241943193
2025-10-31 17:28:11.248500109,Theta,0.00418338382038419
2025-10-31 17:28:11.373589993,Theta,0.004049566329240473
2025-10-31 17:28:11.498490095,Theta,0.0034814993290624985
2025-10-31 17:28:11.623379946,Theta,0.0029365773584094645
2025-10-31 17:28:11.748270035,Theta,0.002555601434576893
2025-10-31 17:28:11.873460054,Theta,0.002548458005076637
2025-10-31 17:28:11.998359919,Theta,0.003196002760970984
2025-10-31 17:28:12.123549938,Theta,0.004284550651325381
2025-10-31 17:28:12.248440027,Theta,0.0045332780591405
2025-10-31 17:28:12.373430014,Theta,0.003320130311834979
2025-10-31 17:28:12.498330116,Theta,0.0017850058669715008
2025-10-31 17:28:12.623320103,Theta,0.002112264746226944
2025-10-31 17:28:12.748209953,Theta,0.007728876912327598
2025-10-31 17:28:12.873300076,Theta,0.012642573054463035
2025-10-31 17:28:12.998199940,Theta,0.0077230580206794075
2025-10-31 17:28:13.123290062,Theta,0.0020772721651707293
2025-10-31 17:28:13.248179913,Theta,0.0009312133870967854
2025-10-31 17:28:13.373169899,Theta,0.0016121022414951058
2025-10-31 17:28:13.498070002,Theta,0.0027465880081836147
2025-10-31 17:28:13.623059988,Theta,0.005053346445200835
2025-10-31 17:28:13.748049974,Theta,0.009723118494975758
2025-10-31 17:28:13.873039961,Theta,0.013456464998814144
2025-10-31 17:28:13.997930050,Theta,0.005854713479177653
2025-10-31 17:28:14.123029947,Theta,0.0037208130935351136
2025-10-31 17:28:14.248019934,Theta,0.015091291302064103
2025-10-31 17:28:14.373110056,Theta,0.01585008697601853
2025-10-31 17:28:14.497999907,Theta,0.008227152974798702
2025-10-31 17:28:14.622999907,Theta,0.0040897773761542355
2025-10-31 17:28:14.747889996,Theta,0.003081107786370496
2025-10-31 17:28:14.872980118,Theta,0.002962645388302043
2025-10-31 17:28:14.997970104,Theta,0.0028253014843523383
2025-10-31 17:28:15.122970104,Theta,0.0028968256038471862
2025-10-31 17:28:15.247859955,Theta,0.004780702954009786
2025-10-31 17:28:15.372950077,Theta,0.00835027319445314
2025-10-31 17:28:15.498039961,Theta,0.008458621741282646
2025-10-31 17:28:15.623039961,Theta,0.004532206994479426
2025-10-31 17:28:15.748029947,Theta,0.00489220988264405
2025-10-31 17:28:15.873019934,Theta,0.008927150701634745
2025-10-31 17:28:15.997910023,Theta,0.008729897194527103
2025-10-31 17:28:16.122999907,Theta,0.005040872289395426
2025-10-31 17:28:16.247800112,Theta,0.0019132972474363852
2025-10-31 17:28:16.372889996,Theta,0.0009914107847778242
2025-10-31 17:28:16.497879982,Theta,0.002444433586564765
2025-10-31 17:28:16.623070002,Theta,0.005346205906124557
2025-10-31 17:28:16.747869968,Theta,0.007144635073401906
2025-10-31 17:28:16.872960091,Theta,0.005865986247787003
2025-10-31 17:28:16.997950077,Theta,0.0025930939031778566
2025-10-31 17:28:17.123039961,Theta,0.001649429204418018
2025-10-31 17:28:17.247940063,Theta,0.0056893231668615485
2025-10-31 17:28:17.373029947,Theta,0.010216611795667907
2025-10-31 17:28:17.497819901,Theta,0.008407853995928027
2025-10-31 17:28:17.622910023,Theta,0.0030484245837731905
2025-10-31 17:28:17.747910023,Theta,0.0011254880549415036
2025-10-31 17:28:17.872999907,Theta,0.0038373355576138968
2025-10-31 17:28:17.997790098,Theta,0.007136635918200018
2025-10-31 17:28:18.122980118,Theta,0.0066891550063535865
2025-10-31 17:28:18.247780085,Theta,0.003992979426968302
2025-10-31 17:28:18.372869968,Theta,0.001998572622371131
2025-10-31 17:28:18.497859955,Theta,0.000977930983640296
2025-10-31 17:28:18.622849941,Theta,0.0007705942445400682
2025-10-31 17:28:18.747740030,Theta,0.0016725379214393987
2025-10-31 17:28:18.872839928,Theta,0.004103621466342577
2025-10-31 17:28:18.997829914,Theta,0.00684549854547678
2025-10-31 17:28:19.122920036,Theta,0.00846964528006422
2025-10-31 17:28:19.247910023,Theta,0.013409486602815046
2025-10-31 17:28:19.373009920,Theta,0.015473476186778967
2025-10-31 17:28:19.497900009,Theta,0.009299724450621327
2025-10-31 17:28:19.622989893,Theta,0.0042011809818210955
2025-10-31 17:28:19.747879982,Theta,0.005032787417440621
2025-10-31 17:28:19.872879982,Theta,0.008034659558679436
2025-10-31 17:28:19.997770071,Theta,0.008643715099918015
2025-10-31 17:28:20.122859955,Theta,0.00643621225145663
2025-10-31 17:28:20.248049974,Theta,0.0038743550877839983
2025-10-31 17:28:20.373049974,Theta,0.0017699670268229717
2025-10-31 17:28:20.497940063,Theta,0.0016904679492405483
2025-10-31 17:28:20.622930050,Theta,0.003935900584873475
2025-10-31 17:28:20.747819901,Theta,0.006750997934183656
2025-10-31 17:28:20.872809887,Theta,0.007366405364888418
2025-10-31 17:28:20.997709990,Theta,0.006381073756870026
2025-10-31 17:28:21.122800112,Theta,0.00818066043023391
2025-10-31 17:28:21.247590065,Theta,0.008511950934367851
2025-10-31 17:28:21.372580051,Theta,0.008042522135230268
2025-10-31 17:28:21.497479916,Theta,0.006011446528868314
2025-10-31 17:28:21.622570038,Theta,0.005614243413344044
2025-10-31 17:28:21.747560024,Theta,0.005927398577765031
2025-10-31 17:28:21.872550011,Theta,0.00517264156660624
2025-10-31 17:28:21.997450113,Theta,0.0038966808182832047
2025-10-31 17:28:22.122539997,Theta,0.003513466750623695
2025-10-31 17:28:22.247529984,Theta,0.0032397154232582936
2025-10-31 17:28:22.372420073,Theta,0.0027996505593727017
2025-10-31 17:28:22.497420073,Theta,0.0022864464640156568
2025-10-31 17:28:22.622509956,Theta,0.002211910540939832
2025-10-31 17:28:22.747499943,Theta,0.002423663512219121
2025-10-31 17:28:22.872590065,Theta,0.0024829449893148947
2025-10-31 17:28:22.997590065,Theta,0.0023562946537101226
2025-10-31 17:28:23.122580051,Theta,0.0029824019856564687
2025-10-31 17:28:23.247570038,Theta,0.005129040522806272
2025-10-31 17:28:23.372560024,Theta,0.006864585197112416
2025-10-31 17:28:23.497550011,Theta,0.0066218463775045144
2025-10-31 17:28:23.622649908,Theta,0.0050397720999292295
2025-10-31 17:28:23.747639894,Theta,0.004582328402595537
2025-10-31 17:28:23.872529984,Theta,0.008735678002565916
2025-10-31 17:28:23.997519970,Theta,0.01040004784730486
2025-10-31 17:28:24.122519970,Theta,0.005653600825286875
2025-10-31 17:28:24.247509956,Theta,0.002098493467889373
2025-10-31 17:28:24.372499943,Theta,0.000789741743249861
2025-10-31 17:28:24.497590065,Theta,0.0006097562159682601
2025-10-31 17:28:24.622590065,Theta,0.0010516273519909358
2025-10-31 17:28:24.747580051,Theta,0.002192827523536889
2025-10-31 17:28:24.872570038,Theta,0.003931217749831628
2025-10-31 17:28:24.997560024,Theta,0.005912321629571449
2025-10-31 17:28:25.122459888,Theta,0.006523655718599919
2025-10-31 17:28:25.247349977,Theta,0.005455732299748162
2025-10-31 17:28:25.372339964,Theta,0.003598983256351107
2025-10-31 17:28:25.497230053,Theta,0.0033933275054456313
2025-10-31 17:28:25.622230053,Theta,0.00554203749497062
2025-10-31 17:28:25.747220039,Theta,0.00749276028326562
2025-10-31 17:28:25.872210026,Theta,0.006270174110598714
2025-10-31 17:28:25.997200012,Theta,0.003074109783846035
2025-10-31 17:28:26.122189999,Theta,0.0009561157084734262
2025-10-31 17:28:26.247289896,Theta,0.0008650235177324328
2025-10-31 17:28:26.372279882,Theta,0.0021792484174630866
2025-10-31 17:28:26.497270107,Theta,0.003953176656332658
2025-10-31 17:28:26.622260094,Theta,0.005387781269799996
2025-10-31 17:28:26.747159958,Theta,0.00580538261309671
2025-10-31 17:28:26.872149944,Theta,0.005307895247593786
2025-10-31 17:28:26.997240067,Theta,0.005317147272439149
2025-10-31 17:28:27.122230053,Theta,0.006052051379473844
2025-10-31 17:28:27.247230053,Theta,0.004804575172939307
2025-10-31 17:28:27.372220039,Theta,0.0027524169837325196
2025-10-31 17:28:27.497309923,Theta,0.0021807832174368658
2025-10-31 17:28:27.622400045,Theta,0.002386288343590004
2025-10-31 17:28:27.747299910,Theta,0.0025976147095866375
2025-10-31 17:28:27.872289896,Theta,0.0025330366180977837
2025-10-31 17:28:27.997279882,Theta,0.0021678253447642293
2025-10-31 17:28:28.122370005,Theta,0.001681716141581524
2025-10-31 17:28:28.247159958,Theta,0.0018025364924719733
2025-10-31 17:28:28.372260094,Theta,0.0027654973023070184
2025-10-31 17:28:28.497250080,Theta,0.0026646258682501145
2025-10-31 17:28:28.622240067,Theta,0.002020901458227753
2025-10-31 17:28:28.747329950,Theta,0.0023727393519906714
