Time,Band,v_cos
2025-10-05 16:12:40.947829962,Theta,0.005758486761770487
2025-10-05 16:12:41.072720051,Theta,0.005035552628265494
2025-10-05 16:12:41.197809935,Theta,0.0034114039688342146
2025-10-05 16:12:41.322700024,Theta,0.0022106792684354337
2025-10-05 16:12:41.447900057,Theta,0.0015172912059293608
2025-10-05 16:12:41.572690010,Theta,0.0009704423349482516
2025-10-05 16:12:41.697779894,Theta,0.0008227562549201206
2025-10-05 16:12:41.822669983,Theta,0.0008806987887651774
2025-10-05 16:12:41.947870016,Theta,0.0013851129418569474
2025-10-05 16:12:42.072760105,Theta,0.0026145330160822766
2025-10-05 16:12:42.197849989,Theta,0.0035580939959894975
2025-10-05 16:12:42.322639942,Theta,0.003244759605328773
2025-10-05 16:12:42.447839975,Theta,0.0038973461108905427
2025-10-05 16:12:42.572730064,Theta,0.004686729520692823
2025-10-05 16:12:42.697819948,Theta,0.0032285976380574954
2025-10-05 16:12:42.822710037,Theta,0.002086149915478286
2025-10-05 16:12:42.947799921,Theta,0.002038765138518195
2025-10-05 16:12:43.072700024,Theta,0.0025424397218576367
2025-10-05 16:12:43.197890043,Theta,0.003197103340995211
2025-10-05 16:12:43.322679996,Theta,0.0032375363898501375
2025-10-05 16:12:43.447669983,Theta,0.002428899510610538
2025-10-05 16:12:43.572570086,Theta,0.0016423928613594763
2025-10-05 16:12:43.697659969,Theta,0.001327805300081475
2025-10-05 16:12:43.822550058,Theta,0.0010281796706440582
2025-10-05 16:12:43.947740078,Theta,0.0009257677500880135
2025-10-05 16:12:44.072540045,Theta,0.0011848812111363571
2025-10-05 16:12:44.197629929,Theta,0.001733763242247166
2025-10-05 16:12:44.322520018,Theta,0.0022943068091973995
2025-10-05 16:12:44.447710037,Theta,0.0024626958524088804
2025-10-05 16:12:44.572609901,Theta,0.003036648240172357
2025-10-05 16:12:44.697599888,Theta,0.004518500149708449
2025-10-05 16:12:44.822590113,Theta,0.004307222367757602
2025-10-05 16:12:44.947580099,Theta,0.0028518323926548517
2025-10-05 16:12:45.072380066,Theta,0.0019476494372423492
2025-10-05 16:12:45.197469950,Theta,0.0010547940693357294
2025-10-05 16:12:45.322360039,Theta,0.000585174608456529
2025-10-05 16:12:45.447449923,Theta,0.0009366168561414367
2025-10-05 16:12:45.572340012,Theta,0.0026077309509093816
2025-10-05 16:12:45.697439909,Theta,0.004174022539995881
2025-10-05 16:12:45.822329998,Theta,0.0024605076533904535
2025-10-05 16:12:45.947419882,Theta,0.0023612141031011946
2025-10-05 16:12:46.072309971,Theta,0.0034224997257474854
2025-10-05 16:12:46.197410107,Theta,0.0029559034292554465
2025-10-05 16:12:46.322299957,Theta,0.0017351044499442914
2025-10-05 16:12:46.447390079,Theta,0.0007553753916613726
2025-10-05 16:12:46.572279930,Theta,0.0004174012232804891
2025-10-05 16:12:46.697380066,Theta,0.0012177115595379817
2025-10-05 16:12:46.822269917,Theta,0.0032831047302550598
2025-10-05 16:12:46.947360039,Theta,0.005805874474322126
2025-10-05 16:12:47.072249889,Theta,0.007062907611135039
2025-10-05 16:12:47.197449923,Theta,0.005411219285334834
2025-10-05 16:12:47.322340012,Theta,0.0031821246145750104
2025-10-05 16:12:47.447429895,Theta,0.0016469247303035894
2025-10-05 16:12:47.572319984,Theta,0.0023847235590214177
2025-10-05 16:12:47.697319984,Theta,0.011897765515550107
2025-10-05 16:12:47.822210073,Theta,0.03622525817900191
2025-10-05 16:12:47.947200060,Theta,0.05093156062103543
2025-10-05 16:12:48.072089911,Theta,0.02979347361865481
2025-10-05 16:12:48.197180033,Theta,0.00857362981786658
2025-10-05 16:12:48.322180033,Theta,0.0010310709184778721
2025-10-05 16:12:48.447170019,Theta,0.004262261172105042
2025-10-05 16:12:48.572060108,Theta,0.02146854530818998
2025-10-05 16:12:48.697149992,Theta,0.048021305330207875
2025-10-05 16:12:48.822050095,Theta,0.04520195884903633
2025-10-05 16:12:48.947139978,Theta,0.024090517902441544
2025-10-05 16:12:49.072030067,Theta,0.02835981338737259
2025-10-05 16:12:49.197119951,Theta,0.045256022893459646
2025-10-05 16:12:49.322020054,Theta,0.035902921775511465
2025-10-05 16:12:49.447109938,Theta,0.014039557747112852
2025-10-05 16:12:49.572000027,Theta,0.0030600653528374266
2025-10-05 16:12:49.697089911,Theta,0.00486947787094183
2025-10-05 16:12:49.821990013,Theta,0.026963823605085535
2025-10-05 16:12:49.947079897,Theta,0.06386312088639423
2025-10-05 16:12:50.072069883,Theta,0.050068282322357494
2025-10-05 16:12:50.197060108,Theta,0.014834255343481262
2025-10-05 16:12:50.322050095,Theta,0.0051043791843355946
2025-10-05 16:12:50.447050095,Theta,0.004257575669314506
2025-10-05 16:12:50.572040081,Theta,0.0039460447779198216
2025-10-05 16:12:50.697129965,Theta,0.00302970653758039
2025-10-05 16:12:50.822020054,Theta,0.0023251223337157345
2025-10-05 16:12:50.947119951,Theta,0.002298650082572129
2025-10-05 16:12:51.071909904,Theta,0.0027756986616017665
2025-10-05 16:12:51.197000027,Theta,0.0031127098231711336
2025-10-05 16:12:51.321990013,Theta,0.003180543240822842
2025-10-05 16:12:51.447190046,Theta,0.00587929940405818
2025-10-05 16:12:51.572180033,Theta,0.013955635184421555
2025-10-05 16:12:51.697069883,Theta,0.011653453255798696
2025-10-05 16:12:51.821959972,Theta,0.003597113987535594
2025-10-05 16:12:51.947060108,Theta,0.0012240856945040512
2025-10-05 16:12:52.071850061,Theta,0.002202415175287631
2025-10-05 16:12:52.196939945,Theta,0.003942238832261302
