Time,v_l2,dt_s
2025-10-31 17:27:31.501529931,6.353763677797436,0.124989987
2025-10-31 17:27:31.626620054,11.650818446872949,0.124989987
2025-10-31 17:27:31.751509905,14.498267242317029,0.124989987
2025-10-31 17:27:31.876600027,13.640165635360116,0.124989987
2025-10-31 17:27:32.001499891,9.819872523849787,0.124989987
2025-10-31 17:27:32.126490116,6.162825294850731,0.124989987
2025-10-31 17:27:32.251379966,9.158772382942049,0.124989987
2025-10-31 17:27:32.376369953,14.510384802824495,0.124989987
2025-10-31 17:27:32.501270055,17.33152826867697,0.124989987
2025-10-31 17:27:32.626359940,16.11728199792744,0.124989987
2025-10-31 17:27:32.751250029,11.680537896601766,0.124989987
2025-10-31 17:27:32.876240015,8.066538518995308,0.124989987
2025-10-31 17:27:33.001140118,10.512895593163949,0.124989987
2025-10-31 17:27:33.126230001,14.71663191630473,0.124989987
2025-10-31 17:27:33.251120090,16.27865399613159,0.124989987
2025-10-31 17:27:33.376209974,14.648990682908327,0.124989987
2025-10-31 17:27:33.501110077,11.372332762746657,0.124989987
2025-10-31 17:27:33.626199961,8.868377983147314,0.124989987
2025-10-31 17:27:33.751090050,7.865285210922358,0.124989987
2025-10-31 17:27:33.876179934,6.794751457382972,0.124989987
2025-10-31 17:27:34.001080036,5.337232853912129,0.124989987
2025-10-31 17:27:34.126169919,5.193759524743709,0.124989987
2025-10-31 17:27:34.251060008,7.1941832519820474,0.124989987
2025-10-31 17:27:34.376149893,9.339568932030536,0.124989987
2025-10-31 17:27:34.500940084,10.14519358400075,0.124989987
2025-10-31 17:27:34.626039982,9.136969733647911,0.124989987
2025-10-31 17:27:34.751029968,6.76220886023539,0.124989987
2025-10-31 17:27:34.876120090,4.006212306205076,0.124989987
2025-10-31 17:27:35.001110077,2.3848581720720836,0.124989987
2025-10-31 17:27:35.126209974,3.3366045015773143,0.124989987
2025-10-31 17:27:35.251100062,4.78369118616618,0.124989987
2025-10-31 17:27:35.376189947,5.584603294134777,0.124989987
