Time,v_l2,dt_s
2025-10-05 16:12:40.947829962,6.156665298729662,0.124989987
2025-10-05 16:12:41.072720051,7.596360657101794,0.124989987
2025-10-05 16:12:41.197809935,8.712221137936238,0.124989987
2025-10-05 16:12:41.322700024,8.47075695873533,0.124989987
2025-10-05 16:12:41.447900057,6.840507860122156,0.124989987
2025-10-05 16:12:41.572690010,4.824352705136514,0.124989987
2025-10-05 16:12:41.697779894,3.681851388813922,0.124989987
2025-10-05 16:12:41.822669983,3.674662413473243,0.124989987
2025-10-05 16:12:41.947870016,4.130721566724995,0.124989987
2025-10-05 16:12:42.072760105,4.323467982617427,0.124989987
2025-10-05 16:12:42.197849989,3.740565894053198,0.124989987
2025-10-05 16:12:42.322639942,2.772983301206482,0.124989987
2025-10-05 16:12:42.447839975,2.620721426478976,0.124989987
2025-10-05 16:12:42.572730064,3.323018588893538,0.124989987
2025-10-05 16:12:42.697819948,3.8373502826868697,0.124989987
2025-10-05 16:12:42.822710037,3.846109542949472,0.124989987
2025-10-05 16:12:42.947799921,3.5023397001166234,0.124989987
2025-10-05 16:12:43.072700024,3.013982000262775,0.124989987
2025-10-05 16:12:43.197890043,2.5524448410140033,0.124989987
2025-10-05 16:12:43.322679996,2.4751216599642127,0.124989987
2025-10-05 16:12:43.447669983,2.9039884854981777,0.124989987
2025-10-05 16:12:43.572570086,3.745610061955062,0.124989987
2025-10-05 16:12:43.697659969,5.347094103627222,0.124989987
2025-10-05 16:12:43.822550058,7.175001908802116,0.124989987
2025-10-05 16:12:43.947740078,8.407644809431057,0.124989987
2025-10-05 16:12:44.072540045,8.83969488101699,0.124989987
2025-10-05 16:12:44.197629929,8.614764496911102,0.124989987
2025-10-05 16:12:44.322520018,7.5387627801007255,0.124989987
2025-10-05 16:12:44.447710037,6.137060488492352,0.124989987
2025-10-05 16:12:44.572609901,6.072741639580018,0.124989987
2025-10-05 16:12:44.697599888,6.702199158871288,0.124989987
2025-10-05 16:12:44.822590113,6.550895134787765,0.124989987
2025-10-05 16:12:44.947580099,6.0356947858659975,0.124989987
2025-10-05 16:12:45.072380066,6.073387826154442,0.124989987
2025-10-05 16:12:45.197469950,6.278412547498853,0.124989987
2025-10-05 16:12:45.322360039,6.22489413621573,0.124989987
2025-10-05 16:12:45.447449923,5.759290520539314,0.124989987
2025-10-05 16:12:45.572340012,4.858925553071996,0.124989987
2025-10-05 16:12:45.697439909,4.219097405722816,0.124989987
2025-10-05 16:12:45.822329998,5.632766956930404,0.124989987
2025-10-05 16:12:45.947419882,8.50233993275216,0.124989987
2025-10-05 16:12:46.072309971,10.882871172314914,0.124989987
2025-10-05 16:12:46.197410107,11.39840229075641,0.124989987
2025-10-05 16:12:46.322299957,10.033074897366758,0.124989987
2025-10-05 16:12:46.447390079,8.456231172220104,0.124989987
2025-10-05 16:12:46.572279930,8.288194302504076,0.124989987
2025-10-05 16:12:46.697380066,8.201122753283663,0.124989987
2025-10-05 16:12:46.822269917,6.905114090585614,0.124989987
2025-10-05 16:12:46.947360039,5.365399012784885,0.124989987
2025-10-05 16:12:47.072249889,5.4930976904377005,0.124989987
2025-10-05 16:12:47.197449923,6.218661490258093,0.124989987
2025-10-05 16:12:47.322340012,6.095886095889259,0.124989987
2025-10-05 16:12:47.447429895,5.443283075393931,0.124989987
2025-10-05 16:12:47.572319984,5.691117057794365,0.124989987
2025-10-05 16:12:47.697319984,7.5360733518563245,0.124989987
2025-10-05 16:12:47.822210073,9.896536804973698,0.124989987
2025-10-05 16:12:47.947200060,11.241826499461379,0.124989987
2025-10-05 16:12:48.072089911,10.209744696149407,0.124989987
2025-10-05 16:12:48.197180033,7.087502121049841,0.124989987
2025-10-05 16:12:48.322180033,5.900119857511879,0.124989987
2025-10-05 16:12:48.447170019,9.597614742954,0.124989987
2025-10-05 16:12:48.572060108,12.883006934970192,0.124989987
2025-10-05 16:12:48.697149992,13.392771690982077,0.124989987
2025-10-05 16:12:48.822050095,11.395267713282696,0.124989987
2025-10-05 16:12:48.947139978,9.162484314937297,0.124989987
2025-10-05 16:12:49.072030067,8.944546140991616,0.124989987
2025-10-05 16:12:49.197119951,9.470075901370484,0.124989987
2025-10-05 16:12:49.322020054,8.640499632625996,0.124989987
2025-10-05 16:12:49.447109938,6.677393227520002,0.124989987
2025-10-05 16:12:49.572000027,6.603518206476154,0.124989987
2025-10-05 16:12:49.697089911,9.16738752471706,0.124989987
2025-10-05 16:12:49.821990013,10.987898177745324,0.124989987
