Time,v_l2,dt_s
2025-10-30 13:49:10.586649895,5.108122893098795,0.124979973
2025-10-30 13:49:10.711630106,4.350791709371411,0.124979973
2025-10-30 13:49:10.836600065,3.9440552716549244,0.124979973
2025-10-30 13:49:10.961380005,4.304406566607063,0.124979973
2025-10-30 13:49:11.086159945,4.57404824401066,0.124979973
2025-10-30 13:49:11.211030006,4.307590207989614,0.124979973
2025-10-30 13:49:11.336110115,3.9484288180221756,0.124979973
2025-10-30 13:49:11.461189985,4.176342175641742,0.124979973
2025-10-30 13:49:11.586070061,4.69820676140642,0.124979973
2025-10-30 13:49:11.711139917,4.784704396878452,0.124979973
2025-10-30 13:49:11.836019993,4.3564092163168056,0.124979973
2025-10-30 13:49:11.961100101,3.960799295054472,0.124979973
2025-10-30 13:49:12.086270094,4.076555638020533,0.124979973
2025-10-30 13:49:12.211250067,4.312337866482634,0.124979973
2025-10-30 13:49:12.336430073,3.997327518750496,0.124979973
2025-10-30 13:49:12.461199999,3.039724254781509,0.124979973
2025-10-30 13:49:12.586280107,2.6276448451033105,0.124979973
2025-10-30 13:49:12.711450100,3.7895891710934837,0.124979973
2025-10-30 13:49:12.836440086,5.01313976494851,0.124979973
2025-10-30 13:49:12.961420059,5.215405726046535,0.124979973
2025-10-30 13:49:13.086410046,4.404822497918277,0.124979973
2025-10-30 13:49:13.211390018,3.3993266295946025,0.124979973
2025-10-30 13:49:13.336380005,2.9207843985496433,0.124979973
2025-10-30 13:49:13.461359978,2.560650448142229,0.124979973
2025-10-30 13:49:13.586440086,2.0119064743600785,0.124979973
2025-10-30 13:49:13.711220026,2.459202251695659,0.124979973
2025-10-30 13:49:13.836090088,4.126570789776542,0.124979973
2025-10-30 13:49:13.961070061,6.145902132072719,0.124979973
2025-10-30 13:49:14.086050034,8.304106137196465,0.124979973
2025-10-30 13:49:14.210920095,10.119248302983282,0.124979973
2025-10-30 13:49:14.335999966,10.789187209121827,0.124979973
2025-10-30 13:49:14.461070061,9.985768414672153,0.124979973
2025-10-30 13:49:14.586050034,8.108466152353907,0.124979973
2025-10-30 13:49:14.710930109,6.1543064147050695,0.124979973
2025-10-30 13:49:14.835799932,5.154295924566421,0.124979973
2025-10-30 13:49:14.960779905,4.880743186573329,0.124979973
2025-10-30 13:49:15.085760117,4.508410858577444,0.124979973
2025-10-30 13:49:15.210730076,4.159527412056567,0.124979973
2025-10-30 13:49:15.335710049,5.371833899654474,0.124979973
2025-10-30 13:49:15.460589886,8.4226273947751,0.124979973
2025-10-30 13:49:15.585659981,11.201983872452818,0.124979973
2025-10-30 13:49:15.710740089,11.604805339077343,0.124979973
2025-10-30 13:49:15.835720062,8.954288531079005,0.124979973
2025-10-30 13:49:15.960599899,5.545234200297944,0.124979973
2025-10-30 13:49:16.085669994,6.628692811520308,0.124979973
2025-10-30 13:49:16.210550070,9.098527318131488,0.124979973
2025-10-30 13:49:16.335619926,9.01732324241812,0.124979973
2025-10-30 13:49:16.460599899,6.7982429024850966,0.124979973
2025-10-30 13:49:16.585580111,4.8985636240464405,0.124979973
2025-10-30 13:49:16.710449934,5.232355701400947,0.124979973
2025-10-30 13:49:16.835330009,6.157972849439415,0.124979973
2025-10-30 13:49:16.960510015,6.3942256622477,0.124979973
2025-10-30 13:49:17.085580111,6.0353921556377745,0.124979973
2025-10-30 13:49:17.210360050,5.943367099484181,0.124979973
2025-10-30 13:49:17.335439920,6.742602355128836,0.124979973
2025-10-30 13:49:17.460410118,7.782532637617206,0.124979973
2025-10-30 13:49:17.585390091,8.253725564732392,0.124979973
2025-10-30 13:49:17.710360050,8.181033528198865,0.124979973
2025-10-30 13:49:17.835340023,7.924233894998116,0.124979973
2025-10-30 13:49:17.960419893,7.502720287760033,0.124979973
2025-10-30 13:49:18.085489988,6.714917093409792,0.124979973
2025-10-30 13:49:18.210370064,5.62192852693104,0.124979973
2025-10-30 13:49:18.335449934,4.5341127896410995,0.124979973
2025-10-30 13:49:18.460319996,3.735030585754955,0.124979973
2025-10-30 13:49:18.585400105,3.296833937316528,0.124979973
2025-10-30 13:49:18.710279942,2.9379682439778003,0.124979973
