Metric,Session,Band,Region,dt_s,n_samples,ACF_tau_1overE_s,ACF_half_life_s,AnchorType,AnchorValue,MeanDwellAbove_s,MeanDwellBelow_s,FracAbove,n_runs_above,n_runs_below
TAR,PLANT_KINGDOM_OUTDOOR,TAR,GLOBAL,0.12497997299999852,1123,0.6176531073591389,0.5116944401529097,BASELINE_EC_median,0.3781924942202102,3.7103429484374564,0.6974688815806369,0.8459483526268923,32,31
TAR,PLANT_KINGDOM_OUTDOOR,logTAR,GLOBAL,0.12497997299999852,1123,0.7189481384154743,0.5832774142434561,BASELINE_EC_median,-0.9723603432766792,3.7064373242812065,0.7015004936128949,0.8450578806767587,32,31
