Metric,Session,Band,Region,dt_s,n_samples,ACF_tau_1overE_s,ACF_half_life_s,AnchorType,AnchorValue,MeanDwellAbove_s,MeanDwellBelow_s,FracAbove,n_runs_above,n_runs_below
TAR,PLANT_KINGDOM_INDOOR,TAR,GLOBAL,0.1249899869999922,1123,0.6072620307968747,0.4908626385658835,BASELINE_EC_median,0.3781924942202102,2.424805747799849,0.7101703806817738,0.7773820124666073,45,44
TAR,PLANT_KINGDOM_INDOOR,logTAR,GLOBAL,0.1249899869999922,1123,0.6014653066770909,0.4959920363613479,BASELINE_EC_median,-0.9723603432766792,2.416473081999849,0.7186924252499551,0.7747105966162066,45,44
TAR,PLANT_KINGDOM_OUTDOOR,TAR,GLOBAL,0.12497997299999852,1123,0.6176531073591389,0.5116944401529097,BASELINE_EC_median,0.3781924942202102,3.7103429484374564,0.6974688815806369,0.8459483526268923,32,31
TAR,PLANT_KINGDOM_OUTDOOR,logTAR,GLOBAL,0.12497997299999852,1123,0.7189481384154743,0.5832774142434561,BASELINE_EC_median,-0.9723603432766792,3.7064373242812065,0.7015004936128949,0.8450578806767587,32,31
