Metric,Band,Region,Δ_tau_1overE_s,Δ_MeanDwellAbove_s,ACF_tau_1overE_s_OUTDOOR,ACF_tau_1overE_s_INDOOR,MeanDwellAbove_s_OUTDOOR,MeanDwellAbove_s_INDOOR,AnchorType_OUTDOOR,AnchorType_INDOOR
TAR,TAR,GLOBAL,0.010391076562264234,1.2855372006376076,0.6176531073591389,0.6072620307968747,3.7103429484374564,2.424805747799849,BASELINE_EC_median,BASELINE_EC_median
TAR,logTAR,GLOBAL,0.11748283173838348,1.2899642422813575,0.7189481384154743,0.6014653066770909,3.7064373242812065,2.416473081999849,BASELINE_EC_median,BASELINE_EC_median
