Time,v_l2_regional
2025-10-05 16:12:40.947829962,2.778734888541006
2025-10-05 16:12:41.072720051,3.486869059004761
2025-10-05 16:12:41.197809935,4.275175892022397
2025-10-05 16:12:41.322700024,4.175546401874341
2025-10-05 16:12:41.447900057,3.4016070531342972
2025-10-05 16:12:41.572690010,2.4640407977590897
2025-10-05 16:12:41.697779894,1.1291715551254824
2025-10-05 16:12:41.822669983,1.6653755197731686
2025-10-05 16:12:41.947870016,1.596270528684596
2025-10-05 16:12:42.072760105,1.5379834552552085
2025-10-05 16:12:42.197849989,1.1794687168609004
2025-10-05 16:12:42.322639942,0.8961550137321393
2025-10-05 16:12:42.447839975,1.1730625743763627
2025-10-05 16:12:42.572730064,1.538655028370882
2025-10-05 16:12:42.697819948,1.53334191214313
2025-10-05 16:12:42.822710037,1.8156640453880093
2025-10-05 16:12:42.947799921,1.7088805747065818
2025-10-05 16:12:43.072700024,0.6878205154186301
2025-10-05 16:12:43.197890043,0.7467020742859902
2025-10-05 16:12:43.322679996,1.0018371137791062
2025-10-05 16:12:43.447669983,1.370698906179344
2025-10-05 16:12:43.572570086,1.885624921439972
2025-10-05 16:12:43.697659969,2.2324337890803165
2025-10-05 16:12:43.822550058,2.617079582493003
2025-10-05 16:12:43.947740078,2.937617420991159
2025-10-05 16:12:44.072540045,3.7052323011558936
2025-10-05 16:12:44.197629929,4.12635908281511
2025-10-05 16:12:44.322520018,3.9222311907035774
2025-10-05 16:12:44.447710037,3.3778559131794306
2025-10-05 16:12:44.572609901,2.4036890347720727
2025-10-05 16:12:44.697599888,2.097984410008866
2025-10-05 16:12:44.822590113,3.234316661080204
2025-10-05 16:12:44.947580099,3.1629758330734217
2025-10-05 16:12:45.072380066,3.1887387799057785
2025-10-05 16:12:45.197469950,3.050949113246565
2025-10-05 16:12:45.322360039,3.023874442459788
2025-10-05 16:12:45.447449923,2.972010419179078
2025-10-05 16:12:45.572340012,2.3479448607631856
2025-10-05 16:12:45.697439909,1.608747682234617
2025-10-05 16:12:45.822329998,2.3401862977095984
2025-10-05 16:12:45.947419882,4.253586249066926
2025-10-05 16:12:46.072309971,5.651778703075941
2025-10-05 16:12:46.197410107,5.9043395531696
2025-10-05 16:12:46.322299957,4.952792671592488
2025-10-05 16:12:46.447390079,3.6700138513026066
2025-10-05 16:12:46.572279930,3.758931012957476
2025-10-05 16:12:46.697380066,3.0634757334351432
2025-10-05 16:12:46.822269917,3.595728216705414
2025-10-05 16:12:46.947360039,2.6070703152385466
2025-10-05 16:12:47.072249889,2.0745020753953227
2025-10-05 16:12:47.197449923,2.0293122181388816
2025-10-05 16:12:47.322340012,2.03072207914771
2025-10-05 16:12:47.447429895,1.9126918445679508
2025-10-05 16:12:47.572319984,1.7796453291146255
2025-10-05 16:12:47.697319984,2.0937913586853036
2025-10-05 16:12:47.822210073,2.7862369919516894
2025-10-05 16:12:47.947200060,2.4200208716733207
2025-10-05 16:12:48.072089911,2.474634863762279
2025-10-05 16:12:48.197180033,2.2962942077852846
2025-10-05 16:12:48.322180033,2.3326083715273556
2025-10-05 16:12:48.447170019,2.8045982267185345
2025-10-05 16:12:48.572060108,3.328903968222724
2025-10-05 16:12:48.697149992,3.473321114106101
2025-10-05 16:12:48.822050095,3.763525362324067
2025-10-05 16:12:48.947139978,3.5009106444805917
2025-10-05 16:12:49.072030067,3.303866526616125
2025-10-05 16:12:49.197119951,3.0191092500345613
2025-10-05 16:12:49.322020054,2.4443556598199345
2025-10-05 16:12:49.447109938,2.2348577968195764
2025-10-05 16:12:49.572000027,3.2764607040133655
2025-10-05 16:12:49.697089911,4.031973099130127
2025-10-05 16:12:49.821990013,4.644982489834542
2025-10-05 16:12:49.947079897,3.9888879004920033
2025-10-05 16:12:50.072069883,2.7874479251367634
2025-10-05 16:12:50.197060108,1.9496723514560086
2025-10-05 16:12:50.322050095,3.4035568475098215
2025-10-05 16:12:50.447050095,4.645480540016232
2025-10-05 16:12:50.572040081,4.377824149165455
2025-10-05 16:12:50.697129965,3.386181781805838
2025-10-05 16:12:50.822020054,1.8783547100408775
2025-10-05 16:12:50.947119951,1.8715948149703112
2025-10-05 16:12:51.071909904,3.8894463262106465
2025-10-05 16:12:51.197000027,5.2183732646113
2025-10-05 16:12:51.321990013,5.189378006887507
2025-10-05 16:12:51.447190046,4.06388005618719
2025-10-05 16:12:51.572180033,2.5144135593003094
2025-10-05 16:12:51.697069883,1.5485655538717922
2025-10-05 16:12:51.821959972,1.6437431648669298
2025-10-05 16:12:51.947060108,1.9615806875342907
2025-10-05 16:12:52.071850061,2.943099656891268
2025-10-05 16:12:52.196939945,4.399964425886588
2025-10-05 16:12:52.321929932,6.265200968759162
2025-10-05 16:12:52.447030067,7.289808235278637
2025-10-05 16:12:52.571919918,6.606167818673774
2025-10-05 16:12:52.697010040,4.313715047534404
2025-10-05 16:12:52.822099924,4.04595488183355
2025-10-05 16:12:52.947089911,5.031426094648814
2025-10-05 16:12:53.071890116,5.608605076329384
2025-10-05 16:12:53.196980000,5.444785548384526
2025-10-05 16:12:53.321870089,4.507771821752268
2025-10-05 16:12:53.446959972,3.303794674586558
2025-10-05 16:12:53.571860075,2.2756866207435604
2025-10-05 16:12:53.697050095,1.9532093238255974
2025-10-05 16:12:53.821939945,3.5058867368926445
2025-10-05 16:12:53.947030067,1.94783030402869
2025-10-05 16:12:54.071929932,2.0006130837300224
2025-10-05 16:12:54.197020054,2.0420544634601443
2025-10-05 16:12:54.321909904,2.090264097764682
2025-10-05 16:12:54.447000027,2.221066033421508
