Time,v_cos_regional
2025-10-05 16:12:40.947829962,0.0014072479852663689
2025-10-05 16:12:41.072720051,0.002141131249093431
2025-10-05 16:12:41.197809935,0.006126290840257398
2025-10-05 16:12:41.322700024,0.011716809535326833
2025-10-05 16:12:41.447900057,0.015199300667358084
2025-10-05 16:12:41.572690010,0.012871700365061911
2025-10-05 16:12:41.697779894,0.0034696141682712955
2025-10-05 16:12:41.822669983,0.0074011516219263385
2025-10-05 16:12:41.947870016,0.006794017286292475
2025-10-05 16:12:42.072760105,0.006112102714748158
2025-10-05 16:12:42.197849989,0.003453840561499444
2025-10-05 16:12:42.322639942,0.0012506701439551904
2025-10-05 16:12:42.447839975,0.003467915082157158
2025-10-05 16:12:42.572730064,0.008453503843555144
2025-10-05 16:12:42.697819948,0.010088160510763888
2025-10-05 16:12:42.822710037,0.01469490969936138
2025-10-05 16:12:42.947799921,0.010235207118167278
2025-10-05 16:12:43.072700024,0.0018513612735887586
2025-10-05 16:12:43.197890043,0.0021715955957543054
2025-10-05 16:12:43.322679996,0.0034515277307965997
2025-10-05 16:12:43.447669983,0.00473074783821914
2025-10-05 16:12:43.572570086,0.004579214244973984
2025-10-05 16:12:43.697659969,0.00339032187246624
2025-10-05 16:12:43.822550058,0.0021170636947153154
2025-10-05 16:12:43.947740078,0.0028330698973344504
2025-10-05 16:12:44.072540045,0.006907181206105895
2025-10-05 16:12:44.197629929,0.008888303826800281
2025-10-05 16:12:44.322520018,0.007183936693673898
2025-10-05 16:12:44.447710037,0.005180634204024592
2025-10-05 16:12:44.572609901,0.0032050991836902742
2025-10-05 16:12:44.697599888,0.002453059312132466
2025-10-05 16:12:44.822590113,0.004284194488315407
2025-10-05 16:12:44.947580099,0.0013888037088283234
2025-10-05 16:12:45.072380066,0.0011084154338912855
2025-10-05 16:12:45.197469950,0.001635527692804284
2025-10-05 16:12:45.322360039,0.0025760225113419244
2025-10-05 16:12:45.447449923,0.0026377912308780394
2025-10-05 16:12:45.572340012,0.0016021641020816935
2025-10-05 16:12:45.697439909,0.0007373820291143307
2025-10-05 16:12:45.822329998,0.00159121023781994
2025-10-05 16:12:45.947419882,0.005261736213534429
2025-10-05 16:12:46.072309971,0.009320695701016013
2025-10-05 16:12:46.197410107,0.010292372798237026
2025-10-05 16:12:46.322299957,0.007046223609391777
2025-10-05 16:12:46.447390079,0.002417596484541762
2025-10-05 16:12:46.572279930,0.0007625336064855937
2025-10-05 16:12:46.697380066,0.0019929150866091483
2025-10-05 16:12:46.822269917,0.0024532567472352884
2025-10-05 16:12:46.947360039,0.0018591755003942723
2025-10-05 16:12:47.072249889,0.0020019193045403005
2025-10-05 16:12:47.197449923,0.0030326419475718014
2025-10-05 16:12:47.322340012,0.0034618465451532465
2025-10-05 16:12:47.447429895,0.003180887619302797
2025-10-05 16:12:47.572319984,0.0026742888025781397
2025-10-05 16:12:47.697319984,0.002622933795790816
2025-10-05 16:12:47.822210073,0.0028265191039617
2025-10-05 16:12:47.947200060,0.0016624235470416027
2025-10-05 16:12:48.072089911,0.0029246129664378673
2025-10-05 16:12:48.197180033,0.007490143908076452
2025-10-05 16:12:48.322180033,0.01893788819868014
2025-10-05 16:12:48.447170019,0.012549966090788733
2025-10-05 16:12:48.572060108,0.005375216907540836
2025-10-05 16:12:48.697149992,0.0030712202777819497
2025-10-05 16:12:48.822050095,0.004237173195134725
2025-10-05 16:12:48.947139978,0.004912692630812954
2025-10-05 16:12:49.072030067,0.005217243561707607
2025-10-05 16:12:49.197119951,0.004827134336715888
2025-10-05 16:12:49.322020054,0.003434526021029005
2025-10-05 16:12:49.447109938,0.002244663300321137
2025-10-05 16:12:49.572000027,0.001999316311043997
2025-10-05 16:12:49.697089911,0.003507642087411167
2025-10-05 16:12:49.821990013,0.009012547001982174
2025-10-05 16:12:49.947079897,0.016410217216729972
2025-10-05 16:12:50.072069883,0.016013286809198224
2025-10-05 16:12:50.197060108,0.004513828757061078
2025-10-05 16:12:50.322050095,0.004339174778200672
2025-10-05 16:12:50.447050095,0.0055753292415777755
2025-10-05 16:12:50.572040081,0.0033360738058396677
2025-10-05 16:12:50.697129965,0.0023032364540085393
2025-10-05 16:12:50.822020054,0.0011028604491817307
2025-10-05 16:12:50.947119951,0.0009028035476966734
2025-10-05 16:12:51.071909904,0.0010221818644166047
2025-10-05 16:12:51.197000027,0.0008305567593869245
2025-10-05 16:12:51.321990013,0.001981242688284257
2025-10-05 16:12:51.447190046,0.0045399785100388446
2025-10-05 16:12:51.572180033,0.008727904298131861
2025-10-05 16:12:51.697069883,0.012841178985423696
2025-10-05 16:12:51.821959972,0.00787798816567753
2025-10-05 16:12:51.947060108,0.00225029324396675
2025-10-05 16:12:52.071850061,0.005611440929829348
2025-10-05 16:12:52.196939945,0.011616109254065643
2025-10-05 16:12:52.321929932,0.013070651053900373
2025-10-05 16:12:52.447030067,0.008831022397142285
2025-10-05 16:12:52.571919918,0.0047660670079002765
2025-10-05 16:12:52.697010040,0.003809931156678048
2025-10-05 16:12:52.822099924,0.005316812604994392
2025-10-05 16:12:52.947089911,0.007744200019814795
2025-10-05 16:12:53.071890116,0.009384960883268123
2025-10-05 16:12:53.196980000,0.009836578605250335
2025-10-05 16:12:53.321870089,0.008211792553563524
2025-10-05 16:12:53.446959972,0.005407292515518081
2025-10-05 16:12:53.571860075,0.0029715536509430374
2025-10-05 16:12:53.697050095,0.0023162151324223057
2025-10-05 16:12:53.821939945,0.006349491391558715
2025-10-05 16:12:53.947030067,0.0016699652470055781
